#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_zendar;Zendar;;;;;;;;;;;;;x
c_zendar_adj;Zendaren;;;;;;;;;;;;;x
c_praven;Praven;;;;;;;;;;;;;x
c_praven_adj;Pravenian;;;;;;;;;;;;;x
c_mebury;Mebury;;;;;;;;;;;;;x
c_mebury_adj;Meburion;;;;;;;;;;;;;x
c_haiminster;Haiminster;;;;;;;;;;;;;x
c_haiminster_adj;Haiminsteni;;;;;;;;;;;;;x
c_fipool;Fipool;;;;;;;;;;;;;x
c_fipool_adj;Fipooli;;;;;;;;;;;;;x
c_sprehill;Sprehill;;;;;;;;;;;;;x
c_sprehill_adj;Sprehillin;;;;;;;;;;;;;x
c_weefield;Weefield;;;;;;;;;;;;;x
c_weefield_adj;Weefielder;;;;;;;;;;;;;x
c_tevarin;Tevarin;;;;;;;;;;;;;x
c_tevarin_adj;Tevarian;;;;;;;;;;;;;x
c_rafalls;Rafalls;;;;;;;;;;;;;x
c_rafalls_adj;Rafallsan;;;;;;;;;;;;;x
c_shaford;Shaford;;;;;;;;;;;;;x
c_shaford_adj;Shafordian;;;;;;;;;;;;;x
c_wybluff;Wybluff;;;;;;;;;;;;;x
c_wybluff_adj;Wybluffian;;;;;;;;;;;;;x
c_caywold;Caywold;;;;;;;;;;;;;x
c_caywold_adj;Caywoldon;;;;;;;;;;;;;x
c_balanli;Balanli;;;;;;;;;;;;;x
c_balanli_adj;Balanlii;;;;;;;;;;;;;x
c_enbury;Enbury;;;;;;;;;;;;;x
c_enbury_adj;Enburi;;;;;;;;;;;;;x
c_beham;Beham;;;;;;;;;;;;;x
c_beham_adj;Behamian;;;;;;;;;;;;;x
c_elberl;Elberl;;;;;;;;;;;;;x
c_elberl_adj;Elberlen;;;;;;;;;;;;;x
c_whuypool;Whuypool;;;;;;;;;;;;;x
c_whuypool_adj;Whuypoolian;;;;;;;;;;;;;x
c_peeford;Peeford;;;;;;;;;;;;;x
c_peeford_adj;Peeforden;;;;;;;;;;;;;x
c_wyemoor;Wyemoor;;;;;;;;;;;;;x
c_wyemoor_adj;Wyemoorsian;;;;;;;;;;;;;x
c_nemeja;Nemeja;;;;;;;;;;;;;x
c_nemeja_adj;Nemejan;;;;;;;;;;;;;x
c_dagrove;Dagrove;;;;;;;;;;;;;x
c_dagrove_adj;Dagrovian;;;;;;;;;;;;;x
c_wyeham;Wyeham;;;;;;;;;;;;;x
c_wyeham_adj;Wyehamian;;;;;;;;;;;;;x
c_haringoth;Haringoth;;;;;;;;;;;;;x
c_haringoth_adj;Haringothia;;;;;;;;;;;;;x
c_neaford;Neaford;;;;;;;;;;;;;x
c_neaford_adj;Neafordian;;;;;;;;;;;;;x
c_stebury;Stebury;;;;;;;;;;;;;x
c_stebury_adj;Steburian;;;;;;;;;;;;;x
c_hoobrook;Hoobrook;;;;;;;;;;;;;x
c_hoobrook_adj;Hoobrookion;;;;;;;;;;;;;x
c_gefalls;Gefalls;;;;;;;;;;;;;x
c_gefalls_adj;Gefallsian;;;;;;;;;;;;;x
c_veidar;Veidar;;;;;;;;;;;;;x
c_veidar_adj;Veidaran;;;;;;;;;;;;;x
c_byley;Byley;;;;;;;;;;;;;x
c_byley_adj;Byleylan;;;;;;;;;;;;;x
c_leford;Leford;;;;;;;;;;;;;x
c_leford_adj;Lefordian;;;;;;;;;;;;;x
c_sebury;Sebury;;;;;;;;;;;;;x
c_sebury_adj;Seburan;;;;;;;;;;;;;x
c_iyindah;Iyindah;;;;;;;;;;;;;x
c_iyindah_adj;Iyindanian;;;;;;;;;;;;;x
c_leton;Leton;;;;;;;;;;;;;x
c_leton_adj;Letonon;;;;;;;;;;;;;x
c_brefield;Brefield;;;;;;;;;;;;;x
c_brefield_adj;Brefelden;;;;;;;;;;;;;x
c_legrove;Legrove;;;;;;;;;;;;;x
c_legrove_adj;Legrovan;;;;;;;;;;;;;x
c_azgad;Azgad;;;;;;;;;;;;;x
c_azgad_adj;Azgadian;;;;;;;;;;;;;x
c_meedon;Meedon;;;;;;;;;;;;;x
c_meedon_adj;Meedonian;;;;;;;;;;;;;x
c_knewold;Knewold;;;;;;;;;;;;;x
c_knewold_adj;Knewolds;;;;;;;;;;;;;x
c_scegate;Scegate;;;;;;;;;;;;;x
c_scegate_adj;Scegatens;;;;;;;;;;;;;x
c_gisim;Gisim;;;;;;;;;;;;;x
c_gisim_adj;Gisimin;;;;;;;;;;;;;x
c_woford;Woford;;;;;;;;;;;;;x
c_woford_adj;Wofordian;;;;;;;;;;;;;x
c_hoobluff;Hoobluff;;;;;;;;;;;;;x
c_hoobluff_adj;Hoobluffian;;;;;;;;;;;;;x
c_coaley;Coaley;;;;;;;;;;;;;x
c_coaley_adj;Coaleyen;;;;;;;;;;;;;x
c_ryibelet;Ryibelet;;;;;;;;;;;;;x
c_ryibelet_adj;Ryibeletian;;;;;;;;;;;;;x
c_testead;Testead;;;;;;;;;;;;;x
c_testead_adj;Testeadian;;;;;;;;;;;;;x
c_haigate;Haigate;;;;;;;;;;;;;x
c_haigate_adj;Haigaten;;;;;;;;;;;;;x
c_thryford;Thryford;;;;;;;;;;;;;x
c_thryford_adj;Thryfordin;;;;;;;;;;;;;x
c_wewold;Wewold;;;;;;;;;;;;;x
c_wewold_adj;Wewoldon;;;;;;;;;;;;;x
c_ryibeletville;Ryibeletville;;;;;;;;;;;;;x
c_ryibeletville_adj;Ryibeletvillain;;;;;;;;;;;;;x
c_weham;Weham;;;;;;;;;;;;;x
c_weham_adj;Wehamian;;;;;;;;;;;;;x
c_kepool;Kepool;;;;;;;;;;;;;x
c_kepool_adj;Kepoolian;;;;;;;;;;;;;x
c_suno;Suno;;;;;;;;;;;;;x
c_suno_adj;Sunos;;;;;;;;;;;;;x
c_bahyrst;Bahyrst;;;;;;;;;;;;;x
c_bahyrst_adj;Bahyrstian;;;;;;;;;;;;;x
c_lawic;Lawic;;;;;;;;;;;;;x
c_lawic_adj;Lawicin;;;;;;;;;;;;;x
c_bafeld;Bafeld;;;;;;;;;;;;;x
c_bafeld_adj;Bafelden;;;;;;;;;;;;;x
c_catun;Catun;;;;;;;;;;;;;x
c_catun_adj;Catunian;;;;;;;;;;;;;x
c_hawic;Hawic;;;;;;;;;;;;;x
c_hawic_adj;Hawican;;;;;;;;;;;;;x
c_ruluns;Ruluns;;;;;;;;;;;;;x
c_ruluns_adj;Rulunsian;;;;;;;;;;;;;x
c_baford;Baford;;;;;;;;;;;;;x
c_baford_adj;Bafordian;;;;;;;;;;;;;x
c_sistow;Sistow;;;;;;;;;;;;;x
c_sistow_adj;Sistowin;;;;;;;;;;;;;x
c_pawic;Pawic;;;;;;;;;;;;;x
c_pawic_adj;Pawican;;;;;;;;;;;;;x
