#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
W_L_5000;http://mountandblade.wikia.com/wiki/Sanjar_Khan;;;;;;;;;;;;;x
W_L_5001;http://mountandblade.wikia.com/wiki/Dustum_Khan;;;;;;;;;;;;;x
W_L_5002;http://mountandblade.wikia.com/wiki/Akadan_Noyan;;;;;;;;;;;;;x
W_L_5003;http://mountandblade.wikia.com/wiki/Alagur_Noyan;;;;;;;;;;;;;x
W_L_5004;http://mountandblade.wikia.com/wiki/Asugan_Noyan;;;;;;;;;;;;;x
W_L_5005;http://mountandblade.wikia.com/wiki/Belir_Noyan;;;;;;;;;;;;;x
W_L_5006;http://mountandblade.wikia.com/wiki/Brula_Noyan;;;;;;;;;;;;;x
W_L_5007;http://mountandblade.wikia.com/wiki/Chaurka_Noyan;;;;;;;;;;;;;x
W_L_5008;http://mountandblade.wikia.com/wiki/Dundush_Noyan;;;;;;;;;;;;;x
W_L_5009;http://mountandblade.wikia.com/wiki/Hugu_Noyan;;;;;;;;;;;;;x
W_L_5010;http://mountandblade.wikia.com/wiki/Imirza_Noyan;;;;;;;;;;;;;x
W_L_5011;http://mountandblade.wikia.com/wiki/Karaban_Noyan;;;;;;;;;;;;;x
W_L_5012;http://mountandblade.wikia.com/wiki/Kramuk_Noyan;;;;;;;;;;;;;x
W_L_5013;http://mountandblade.wikia.com/wiki/Nasugei_Noyan;;;;;;;;;;;;;x
W_L_5014;http://mountandblade.wikia.com/wiki/Sebula_Noyan;;;;;;;;;;;;;x
W_L_5015;http://mountandblade.wikia.com/wiki/Tansugai_Noyan;;;;;;;;;;;;;x
W_L_5016;http://mountandblade.wikia.com/wiki/Tirida_Noyan;;;;;;;;;;;;;x
W_L_5017;http://mountandblade.wikia.com/wiki/Tonju_Noyan;;;;;;;;;;;;;x
W_L_5018;http://mountandblade.wikia.com/wiki/Tulug_Noyan;;;;;;;;;;;;;x
W_L_5019;http://mountandblade.wikia.com/wiki/Ulusamai_Noyan;;;;;;;;;;;;;x
W_L_5020;http://mountandblade.wikia.com/wiki/Urubay_Noyan;;;;;;;;;;;;;x
W_L_5021;http://mountandblade.wikia.com/wiki/Urumuda_Noyan;;;;;;;;;;;;;x
W_L_5022;http://mountandblade.wikia.com/wiki/Lady_Arjis;;;;;;;;;;;;;x
W_L_5023;http://mountandblade.wikia.com/wiki/Lady_Atjahan;;;;;;;;;;;;;x
W_L_5024;http://mountandblade.wikia.com/wiki/Lady_Ayasu;;;;;;;;;;;;;x
W_L_5025;http://mountandblade.wikia.com/wiki/Lady_Borge;;;;;;;;;;;;;x
W_L_5026;http://mountandblade.wikia.com/wiki/Lady_Chedina;;;;;;;;;;;;;x
W_L_5027;http://mountandblade.wikia.com/wiki/Lady_Dulua;;;;;;;;;;;;;x
W_L_5028;http://mountandblade.wikia.com/wiki/Lady_Hindal;;;;;;;;;;;;;x
W_L_5029;http://mountandblade.wikia.com/wiki/Lady_Kefra;;;;;;;;;;;;;x
W_L_5030;http://mountandblade.wikia.com/wiki/Lady_Mahraz;;;;;;;;;;;;;x
W_L_5031;http://mountandblade.wikia.com/wiki/Lady_Mechet;;;;;;;;;;;;;x
W_L_5032;http://mountandblade.wikia.com/wiki/Lady_Nadha;;;;;;;;;;;;;x
W_L_5033;http://mountandblade.wikia.com/wiki/Lady_Nirvaz;;;;;;;;;;;;;x
W_L_5034;http://mountandblade.wikia.com/wiki/Lady_Qutala;;;;;;;;;;;;;x
W_L_5035;http://mountandblade.wikia.com/wiki/Lady_Ravin;;;;;;;;;;;;;x
W_L_5036;http://mountandblade.wikia.com/wiki/Lady_Ruha;;;;;;;;;;;;;x
W_L_5037;http://mountandblade.wikia.com/wiki/Lady_Selik;;;;;;;;;;;;;x
W_L_5038;http://mountandblade.wikia.com/wiki/Lady_Thalatha;;;;;;;;;;;;;x
W_L_5039;http://mountandblade.wikia.com/wiki/Lady_Tuan;;;;;;;;;;;;;x
W_L_5040;http://mountandblade.wikia.com/wiki/Lady_Yasreen;;;;;;;;;;;;;x
W_L_5041;http://mountandblade.wikia.com/wiki/Lady_Zenur;;;;;;;;;;;;;x
W_L_5100;http://mountandblade.wikia.com/wiki/Janakir_Khan;;;;;;;;;;;;;x
