#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#CALRADIAN TITLES
empire_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
kingdom_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
duchy_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
county_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
barony_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
city_empire_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
city_kingdom_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
city_duchy_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
city_county_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
city_barony_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
temple_empire_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
temple_kingdom_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
temple_duchy_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
temple_county_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
temple_barony_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
tribal_empire_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
tribal_kingdom_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
tribal_duchy_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
tribal_county_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
tribal_barony_calrad;§Y;§Y;§Y;;§Y;;;;;;;;;x;
#OLD CALRADIAN TITLES
emperor_calradian;Imperator;Imperator;Imperator;;Imperator;;;;;;;;;x
emperor_calradian_female;Imperatrix;Imperatrix;Imperatrix;;Imperatrix;;;;;;;;;x
empire_calradian;§Y;§Y;§Y;;§Y;;;;;;;;;x;
empire_of_calradian;Empire of;Empire de;Reich von;;Imperio de;;;;;;;;;x
king_calradian;Rex;Rex;Rex;;Rex;;;;;;;;;x
king_calradian_female;Regina;Regina;Regina;;Regina;;;;;;;;;x
kingdom_calradian;§Y;§Y;§Y;;§Y;;;;;;;;;x;
kingdom_of_calradian;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
duke_calradian;Dux;Dux;Dux;;Dux;;;;;;;;;x
duke_calradian_female;Ducessa;Ducessa;Ducessa;;Ducessa;;;;;;;;;x
duchy_calradian;§Y;§Y;§Y;;§Y;;;;;;;;;x;
duchy_of_calradian;Duchy of;Duché de;Herzogtum von;;Ducado de;;;;;;;;;x
count_calradian;Comes;Comes;Comes;;Comes;;;;;;;;;x
count_calradian_female;Comitessa;Comitessa;Comitessa;;Comitessa;;;;;;;;;x
county_calradian;§Y;§Y;§Y;;§Y;;;;;;;;;x;
county_of_calradian;County of;Comté de;Grafschaft von;;Condado de;;;;;;;;;x
baron_calradian;Baro;Baro;Baro;;Baro;;;;;;;;;x
baron_calradian_female;Baronessa;Baronessa;Baronessa;;Baronessa;;;;;;;;;x
barony_calradian;§Y;§Y;§Y;;§Y;;;;;;;;;x;
barony_of_calradian;Barony of;Baronnie de;Baronie von;;Baronía de;;;;;;;;;x
