#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_zendar;Zendar;;;;;;;;;;;;;x
b_praven;Praven;;;;;;;;;;;;;x
b_tarvia;Tarvia;;;;;;;;;;;;;x
b_cheeleer;Cheeleer;;;;;;;;;;;;;x
b_lumarr;Lumarr;;;;;;;;;;;;;x
b_marvia;Marvia;;;;;;;;;;;;;x
b_jaalosq;Jaalosq;;;;;;;;;;;;;x
b_foraliish;Foraliish;;;;;;;;;;;;;x
b_mebury;Mebury;;;;;;;;;;;;;x
b_sarmarr;Sarmarr;;;;;;;;;;;;;x
b_baour;Baour;;;;;;;;;;;;;x
b_geforas;Geforas;;;;;;;;;;;;;x
b_raeneiner;Raeneiner;;;;;;;;;;;;;x
b_gweibner;Gweibner;;;;;;;;;;;;;x
b_marvic;Marvic;;;;;;;;;;;;;x
b_haiminster;Haiminster;;;;;;;;;;;;;x
b_buvosq;Buvosq;;;;;;;;;;;;;x
b_relthera;Relthera;;;;;;;;;;;;;x
b_walene;Walene;;;;;;;;;;;;;x
b_kasgwemar;Kasgwemar;;;;;;;;;;;;;x
b_triosq;Triosq;;;;;;;;;;;;;x
b_iira;Iira;;;;;;;;;;;;;x
b_fipool;Fipool;;;;;;;;;;;;;x
b_dinemberl;Dinemberl;;;;;;;;;;;;;x
b_emirdina;Emirdina;;;;;;;;;;;;;x
b_vedi;Vedi;;;;;;;;;;;;;x
b_sonde;Sonde;;;;;;;;;;;;;x
b_tewibigar;Tewibigar;;;;;;;;;;;;;x
b_harsamnli;Harsamnli;;;;;;;;;;;;;x
b_sprehill;Sprehill;;;;;;;;;;;;;x
b_olno;Olno;;;;;;;;;;;;;x
b_veoth;Veoth;;;;;;;;;;;;;x
b_ryan;Ryan;;;;;;;;;;;;;x
b_deran;Deran;;;;;;;;;;;;;x
b_lerbe;Lerbe;;;;;;;;;;;;;x
b_chagar;Chagar;;;;;;;;;;;;;x
b_weefield;Weefield;;;;;;;;;;;;;x
b_vebeloth;Vebeloth;;;;;;;;;;;;;x
b_emirven;Emirven;;;;;;;;;;;;;x
b_stauzgdah;Stauzgdah;;;;;;;;;;;;;x
b_ende;Ende;;;;;;;;;;;;;x
b_belin;Belin;;;;;;;;;;;;;x
b_berde;Berde;;;;;;;;;;;;;x
b_tevarin;Tevarin;;;;;;;;;;;;;x
b_habphiru;Habphiru;;;;;;;;;;;;;x
b_nomrim;Nomrim;;;;;;;;;;;;;x
