#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_zendar;Zendar;;;;;;;;;;;;;x
d_zendar_adj;Zendaren;;;;;;;;;;;;;x
d_dhirim;Dhirim;;;;;;;;;;;;;x
d_dhirim_adj;Dhirimi;;;;;;;;;;;;;x
d_praven;Praven;;;;;;;;;;;;;x
d_praven_adj;Pravenian;;;;;;;;;;;;;x
d_suno;Suno;;;;;;;;;;;;;x
d_suno_adj;Sunos;;;;;;;;;;;;;x
d_uxkhal;Uxkhal;;;;;;;;;;;;;x
d_uxkhal_adj;Uxkhalan;;;;;;;;;;;;;x
d_derchios;Derchios;;;;;;;;;;;;;x
d_derchios_adj;Derchiosan;;;;;;;;;;;;;x
d_haringoth;Haringoth;;;;;;;;;;;;;x
d_haringoth_adj;Haringothia;;;;;;;;;;;;;x
d_kelredan;Kelredan;;;;;;;;;;;;;x
d_kelredan_adj;Kelredanian;;;;;;;;;;;;;x
d_reindi;Reindi;;;;;;;;;;;;;x
d_reindi_adj;Reindian;;;;;;;;;;;;;x
d_rindyar;Rindyar;;;;;;;;;;;;;x
d_rindyar_adj;Rindyaran;;;;;;;;;;;;;x
d_ryibelet;Ryibelet;;;;;;;;;;;;;x
d_ryibelet_adj;Ryibeletian;;;;;;;;;;;;;x
d_senuzgda;Senuzgda;;;;;;;;;;;;;x
d_senuzgda_adj;Senuzgdan;;;;;;;;;;;;;x
d_tevarin;Tevarin;;;;;;;;;;;;;x
d_tevarin_adj;Tevarian;;;;;;;;;;;;;x
d_tilbaut;Tilbaut;;;;;;;;;;;;;x
d_tilbaut_adj;Tilbauti;;;;;;;;;;;;;x
d_vyincourd;Vyincourd;;;;;;;;;;;;;x
d_vyincourd_adj;Vyincourdin;;;;;;;;;;;;;x
d_amere;Amere;;;;;;;;;;;;;x
d_amere_adj;Amerien;;;;;;;;;;;;;x
d_azgad;Azgad;;;;;;;;;;;;;x
d_azgad_adj;Azgadian;;;;;;;;;;;;;x
d_balanli;Balanli;;;;;;;;;;;;;x
d_balanli_adj;Balanlii;;;;;;;;;;;;;x
d_burglen;Burglen;;;;;;;;;;;;;x
d_burglen_adj;Burglen;;;;;;;;;;;;;x
d_chide;Chide;;;;;;;;;;;;;x
d_chide_adj;Chidean;;;;;;;;;;;;;x
d_elberl;Elberl;;;;;;;;;;;;;x
d_elberl_adj;Elberlen;;;;;;;;;;;;;x
d_ehlerdah;Ehlerdah;;;;;;;;;;;;;x
d_ehlerdah_adj;Ehlerdanian;;;;;;;;;;;;;x
d_emirin;Emirin;;;;;;;;;;;;;x
d_emirin_adj;Emirini;;;;;;;;;;;;;x
d_gisim;Gisim;;;;;;;;;;;;;x
d_gisim_adj;Gisimin;;;;;;;;;;;;;x
d_ibiran;Ibiran;;;;;;;;;;;;;x
d_ibiran_adj;Ibiranian;;;;;;;;;;;;;x
d_iyindah;Iyindah;;;;;;;;;;;;;x
d_iyindah_adj;Iyindanian;;;;;;;;;;;;;x
d_nemeja;Nemeja;;;;;;;;;;;;;x
d_nemeja_adj;Nemejan;;;;;;;;;;;;;x
d_nomar;Nomar;;;;;;;;;;;;;x
d_nomar_adj;Nomarian;;;;;;;;;;;;;x
d_rduna;Rduna;;;;;;;;;;;;;x
d_rduna_adj;Rdunan;;;;;;;;;;;;;x
d_ruluns;Ruluns;;;;;;;;;;;;;x
d_ruluns_adj;Rulunsian;;;;;;;;;;;;;x
d_ryibeletville;Ryibeletville;;;;;;;;;;;;;x
d_ryibeletville_adj;Ryibeletvillain;;;;;;;;;;;;;x
d_tadsamesh;Tadsamesh;;;;;;;;;;;;;x
d_tadsamesh_adj;Tadsameshin;;;;;;;;;;;;;x
d_tahlberl;Tahlberl;;;;;;;;;;;;;x
d_tahlberl_adj;Tahlberlin;;;;;;;;;;;;;x
d_tosdhar;Tosdhar;;;;;;;;;;;;;x
d_tosdhar_adj;Tosdharan;;;;;;;;;;;;;x
d_tshibtin;Tshibtin;;;;;;;;;;;;;x
d_tshibtin_adj;Tshibtinian;;;;;;;;;;;;;x
d_ushkuru;Ushkuru;;;;;;;;;;;;;x
d_ushkuru_adj;Ushkurun;;;;;;;;;;;;;x
d_veidar;Veidar;;;;;;;;;;;;;x
d_veidar_adj;Veidaran;;;;;;;;;;;;;x
d_yalibe;Yalibe;;;;;;;;;;;;;x
d_yalibe_adj;Yaliben;;;;;;;;;;;;;x
d_yaragar;Yaragar;;;;;;;;;;;;;x
d_yaragar_adj;Yaragaran;;;;;;;;;;;;;x
d_jelkala;Jelkala;;;;;;;;;;;;;x
d_jelkala_adj;Jelkalan;;;;;;;;;;;;;x
d_veluca;Veluca;;;;;;;;;;;;;x
d_veluca_adj;Velucan;;;;;;;;;;;;;x
d_yalen;Yalen;;;;;;;;;;;;;x
d_yalen_adj;Yaleni;;;;;;;;;;;;;x
d_almerra;Almerra;;;;;;;;;;;;;x
d_almerra_adj;Almerran;;;;;;;;;;;;;x
d_culmarr;Culmarr;;;;;;;;;;;;;x
d_culmarr_adj;Culmarran;;;;;;;;;;;;;x
d_ergellon;Ergellon;;;;;;;;;;;;;x
d_ergellon_adj;Ergelloni;;;;;;;;;;;;;x
d_etrosq;Etrosq;;;;;;;;;;;;;x
d_etrosq_adj;Etrosqui;;;;;;;;;;;;;x
d_grunwalder;Grunwalder;;;;;;;;;;;;;x
d_grunwalder_adj;Grunwalderen;;;;;;;;;;;;;x
d_ibdelesville;Ibdelesville;;;;;;;;;;;;;x
d_ibdelesville_adj;Ibdelesvillain;;;;;;;;;;;;;x
d_jamiche;Jamiche;;;;;;;;;;;;;x
d_jamiche_adj;Jamichen;;;;;;;;;;;;;x
d_maras;Maras;;;;;;;;;;;;;x
d_maras_adj;Marasan;;;;;;;;;;;;;x
d_buvran;Buvran;;;;;;;;;;;;;x
d_buvran_adj;Buvrani;;;;;;;;;;;;;x
d_chaeza;Chaeza;;;;;;;;;;;;;x
d_chaeza_adj;Chaezan;;;;;;;;;;;;;x
d_chelez;Chelez;;;;;;;;;;;;;x
d_chelez_adj;Chelezi;;;;;;;;;;;;;x
d_dirigsene;Dirigsene;;;;;;;;;;;;;x
d_dirigsene_adj;Dirigsenien;;;;;;;;;;;;;x
d_dumar;Dumar;;;;;;;;;;;;;x
d_dumar_adj;Dumari;;;;;;;;;;;;;x
d_emer;Emer;;;;;;;;;;;;;x
d_emer_adj;Emeri;;;;;;;;;;;;;x
d_epeshe;Epeshe;;;;;;;;;;;;;x
d_epeshe_adj;Epeshein;;;;;;;;;;;;;x
d_fedner;Fedner;;;;;;;;;;;;;x
d_fedner_adj;Fedneri;;;;;;;;;;;;;x
d_glunmar;Glunmar;;;;;;;;;;;;;x
d_glunmar_adj;Glunmari;;;;;;;;;;;;;x
d_ibdeles;Ibdeles;;;;;;;;;;;;;x
d_ibdeles_adj;Ibdelesian;;;;;;;;;;;;;x
d_ilvia;Ilvia;;;;;;;;;;;;;x
