#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_zendar;Zendar;;;;;;;;;;;;;x
k_zendar_adj;Zendaren;;;;;;;;;;;;;x
k_dhirim;Dhirim;;;;;;;;;;;;;x
k_dhirim_adj;Dhirimi;;;;;;;;;;;;;x
k_praven;Praven;;;;;;;;;;;;;x
k_praven_adj;Pravenian;;;;;;;;;;;;;x
k_suno;Suno;;;;;;;;;;;;;x
k_suno_adj;Sunos;;;;;;;;;;;;;x
k_uxkhal;Uxkhal;;;;;;;;;;;;;x
k_uxkhal_adj;Uxkhalan;;;;;;;;;;;;;x
k_jelkala;Jelkala;;;;;;;;;;;;;x
k_jelkala_adj;Jelkalan;;;;;;;;;;;;;x
k_veluca;Veluca;;;;;;;;;;;;;x
k_veluca_adj;Velucan;;;;;;;;;;;;;x
k_yalen;Yalen;;;;;;;;;;;;;x
k_yalen_adj;Yaleni;;;;;;;;;;;;;x
k_sargoth;Sargoth;;;;;;;;;;;;;x
k_sargoth_adj;Sargothian;;;;;;;;;;;;;x
k_tihr;Tihr;;;;;;;;;;;;;x
k_tihr_adj;Tihrian;;;;;;;;;;;;;x
k_wercheg;Wercheg;;;;;;;;;;;;;x
k_wercheg_adj;Werchegi;;;;;;;;;;;;;x
k_curaw;Curaw;;;;;;;;;;;;;x
k_curaw_adj;Curawian;;;;;;;;;;;;;x
k_khudan;Khudan;;;;;;;;;;;;;x
k_khudan_adj;Khudani;;;;;;;;;;;;;x
k_reyvadin;Reyvadin;;;;;;;;;;;;;x
k_reyvadin_adj;Reyvadini;;;;;;;;;;;;;x
k_rivacheg;Rivacheg;;;;;;;;;;;;;x
k_rivacheg_adj;Rivachegi;;;;;;;;;;;;;x
k_halmar;Halmar;;;;;;;;;;;;;x
k_halmar_adj;Halmaran;;;;;;;;;;;;;x
k_ichamur;Ichamur;;;;;;;;;;;;;x
k_ichamur_adj;Ichamurin;;;;;;;;;;;;;x
k_narra;Narra;;;;;;;;;;;;;x
k_narra_adj;Narran;;;;;;;;;;;;;x
k_tulga;Tulga;;;;;;;;;;;;;x
k_tulga_adj;Tulgan;;;;;;;;;;;;;x
k_ahmerrad;Ahmerrad;;;;;;;;;;;;;x
k_ahmerrad_adj;Ahmerradan;;;;;;;;;;;;;x
k_bariyye;Bariyye;;;;;;;;;;;;;x
k_bariyye_adj;Bariyyen;;;;;;;;;;;;;x
k_durquba;Durquba;;;;;;;;;;;;;x
k_durquba_adj;Durquban;;;;;;;;;;;;;x
k_shariz;Shariz;;;;;;;;;;;;;x
k_shariz_adj;Sharizi;;;;;;;;;;;;;x
